date,location,total_vaccinations,total_distributed,people_fully_vaccinated,daily_vaccinations
2021-02-04,Missouri,505207,945850,112106,17522
2021-02-05,Missouri,536188,957550,118308,18250
2021-02-06,Missouri,583949,961525,129273,25073
2021-02-07,Missouri,625152,961525,141134,25824
2021-02-08,Missouri,643439,961525,146137,25891
2021-02-09,Missouri,646863,962500,147466,25780
2021-02-10,Missouri,669658,1021500,154987,26792
2021-02-11,Missouri,694992,1058775,163157,27112
2021-02-12,Missouri,717483,1116475,172953,25899
2021-02-13,Missouri,806902,1129875,205645,31850
2021-02-14,Missouri,848026,1129975,225467,31839
2021-02-15,Missouri,,,,31435
2021-02-16,Missouri,878941,1138575,238767,33154
2021-02-17,Missouri,892006,1138675,244879,31764
2021-02-18,Missouri,915475,1144775,259295,31498
2021-02-19,Missouri,1014248,1222875,295456,42395
2021-02-20,Missouri,1042872,1275555,308971,33710
2021-02-21,Missouri,1083721,1275555,336446,33671
2021-02-22,Missouri,1103908,1275555,329170,34346
2021-02-23,Missouri,1110913,1315095,332996,33139
2021-02-24,Missouri,1137233,1519205,346732,35032
2021-02-25,Missouri,1167787,1527195,364131,36045
2021-02-26,Missouri,1213449,1670085,379109,28457
2021-02-27,Missouri,1278087,1694635,411845,33602
2021-02-28,Missouri,1279404,1694635,412856,27955
2021-03-01,Missouri,1375027,1694635,443345,38731
2021-03-02,Missouri,1384067,1709605,445647,39022
2021-03-03,Missouri,1415806,1848525,457221,39796
2021-03-04,Missouri,1458439,1900855,475411,41522
2021-03-05,Missouri,1504236,2029675,493114,41541
2021-03-06,Missouri,1552157,2032445,509879,39153
2021-03-07,Missouri,1600118,2032445,525890,45816
2021-03-08,Missouri,1633864,2032445,541587,36977
2021-03-09,Missouri,1647096,2043505,544220,37576
2021-03-10,Missouri,1685362,2197225,564507,38508
2021-03-11,Missouri,1724580,2249725,581876,38020
2021-03-12,Missouri,1759789,2383325,598136,36508
2021-03-13,Missouri,1867231,2415805,632916,45011
2021-03-14,Missouri,1867231,2415805,633641,38159
2021-03-15,Missouri,1897083,2415805,647356,37603
2021-03-16,Missouri,1907859,2433085,651541,37252
2021-03-17,Missouri,1939762,2623475,663018,36343
2021-03-18,Missouri,1989274,2666685,681207,37813
2021-03-19,Missouri,2033873,2832415,697962,39155
2021-03-20,Missouri,2087816,2849985,715623,31512
2021-03-21,Missouri,2143727,2849985,736928,39499
2021-03-22,Missouri,2174546,2849985,751322,39638
2021-03-23,Missouri,2192811,2872965,758154,40707
2021-03-24,Missouri,2229686,3026395,771381,41418
2021-03-25,Missouri,2276318,3091485,789831,41006
2021-03-26,Missouri,2317440,3241985,810307,40510
2021-03-27,Missouri,2371541,3256125,836598,40532
2021-03-28,Missouri,2430704,3256125,868835,40997
2021-03-29,Missouri,2464910,3256125,888800,41481
2021-03-30,Missouri,2481467,3303985,899208,41237
2021-03-31,Missouri,2524827,3502935,924402,42163
2021-04-01,Missouri,2576981,3579845,954162,42952
2021-04-02,Missouri,2668283,3750155,997513,50120
2021-04-03,Missouri,2745801,3766895,1027187,53466
2021-04-04,Missouri,2807214,3766895,1057922,53787
2021-04-05,Missouri,2853511,3766895,1077912,55514
2021-04-06,Missouri,2861032,3825175,1081202,54224
2021-04-07,Missouri,2904295,4042815,1101498,54210
2021-04-08,Missouri,2970903,4059295,1139410,56275
2021-04-09,Missouri,3020648,4222465,1165450,50338
2021-04-10,Missouri,3083405,4246325,1201809,48229
2021-04-11,Missouri,3146868,4246325,1238025,48522
2021-04-12,Missouri,3196092,4246425,1263413,48940
2021-04-13,Missouri,3242310,4270705,1287458,54468
2021-04-14,Missouri,3263224,4443455,1295767,51276
2021-04-15,Missouri,3310684,4491775,1322317,48540
2021-04-16,Missouri,3366674,4660435,1348313,49432
2021-04-17,Missouri,3436756,4715505,1383468,50479
2021-04-18,Missouri,3508767,4715505,1418385,51700
2021-04-19,Missouri,3536035,4715505,1431665,48563
2021-04-20,Missouri,3545080,4735685,1435499,43253
2021-04-21,Missouri,3588783,4911445,1460804,46508
2021-01-12,Montana,42083,78350,5843,
2021-01-13,Montana,44063,89550,6823,1980
2021-01-14,Montana,46620,98500,,2268
2021-01-15,Montana,49364,98500,8193,2427
2021-01-16,Montana,,,,2228
2021-01-17,Montana,,,,2109
2021-01-18,Montana,,,,2030
2021-01-19,Montana,55893,98500,8671,1973
2021-01-20,Montana,57220,111625,9121,1880
2021-01-21,Montana,60389,112125,9962,1967
2021-01-22,Montana,66348,119500,11878,2426
2021-01-23,Montana,72544,119500,13235,3078
2021-01-24,Montana,76590,119500,14071,3423
2021-01-25,Montana,77356,119500,14111,3299
2021-01-26,Montana,77748,119500,14245,3122
2021-01-27,Montana,81169,133025,15397,3421
2021-01-28,Montana,86213,138725,18149,3689
2021-01-29,Montana,92589,141650,21007,3749
2021-01-30,Montana,99272,141650,23785,3818
2021-01-31,Montana,104525,141650,24885,3991
2021-02-01,Montana,106145,141650,25438,4113
2021-02-02,Montana,107324,141650,25824,4225
2021-02-03,Montana,110374,157275,26345,4172
2021-02-04,Montana,116148,163675,28942,4276
2021-02-05,Montana,122536,163675,30749,4278
2021-02-06,Montana,130883,163675,34207,4516
2021-02-07,Montana,137765,163675,36195,4749
2021-02-08,Montana,139273,163675,36596,4733
2021-02-09,Montana,140124,164650,36907,4686
2021-02-10,Montana,144343,192125,37966,4853
2021-02-11,Montana,149339,192125,39710,4742
2021-02-12,Montana,157695,194325,41895,5023
2021-02-13,Montana,167360,199825,44935,5211
2021-02-14,Montana,176810,199825,48739,5578
2021-02-15,Montana,,,,5709
2021-02-16,Montana,181665,207250,50311,5934
2021-02-17,Montana,184579,207250,51293,5748
2021-02-18,Montana,190070,208225,53250,5819
2021-02-19,Montana,221225,250795,62657,9076
2021-02-20,Montana,228890,259215,66619,8790
2021-02-21,Montana,237099,259215,70876,8613
2021-02-22,Montana,240814,259215,72225,8797
2021-02-23,Montana,243015,260385,73053,8764
2021-02-24,Montana,246626,301215,75207,8864
2021-02-25,Montana,252295,306415,78148,8889
2021-02-26,Montana,260990,319315,81811,5681
2021-02-27,Montana,271075,341645,87239,6026
2021-02-28,Montana,281422,341645,92720,6332
2021-03-01,Montana,284679,341645,93750,6266
2021-03-02,Montana,286163,342145,94683,6164
2021-03-03,Montana,291572,370485,97027,6421
2021-03-04,Montana,301007,387485,101700,6959
2021-03-05,Montana,312296,404125,107265,7329
2021-03-06,Montana,324102,411145,113545,7575
2021-03-07,Montana,337005,411145,120103,7940
2021-03-08,Montana,341554,411145,122866,8125
2021-03-09,Montana,343597,414385,123617,8205
2021-03-10,Montana,349631,446835,126093,8294
2021-03-11,Montana,359446,450635,131017,8348
2021-03-12,Montana,370463,465945,136470,8310
2021-03-13,Montana,383241,481155,143387,8448
2021-03-14,Montana,395770,481155,148811,8395
2021-03-15,Montana,398858,481155,150873,8186
2021-03-16,Montana,401716,483525,152426,8303
2021-03-17,Montana,406867,517205,154190,8177
2021-03-18,Montana,414258,531005,156863,7830
2021-03-19,Montana,422946,537955,160293,7498
2021-03-20,Montana,433315,551325,164540,7153
2021-03-21,Montana,443030,551325,168240,6751
2021-03-22,Montana,447675,551325,170526,6974
2021-03-23,Montana,447693,556965,170551,6568
2021-03-24,Montana,455003,589585,172922,6877
2021-03-25,Montana,463857,603585,175996,7086
2021-03-26,Montana,475058,612435,180886,7445
2021-03-27,Montana,487221,632625,186055,7701
2021-03-28,Montana,499029,632625,192701,8000
2021-03-29,Montana,502390,632625,194738,7816
2021-03-30,Montana,504919,644705,195804,8175
2021-03-31,Montana,522897,677495,205138,9699
2021-04-01,Montana,534273,695495,210392,10059
2021-04-02,Montana,545186,703075,215389,10018
2021-04-03,Montana,557322,722595,222127,10014
2021-04-04,Montana,569766,722595,228905,10105
2021-04-05,Montana,573480,722595,231002,10156
2021-04-06,Montana,575293,736255,231361,10053
2021-04-07,Montana,584386,779965,235674,8784
2021-04-08,Montana,596472,788065,240928,8886
2021-04-09,Montana,609984,805675,247965,9257
2021-04-10,Montana,622560,826055,255330,9320
2021-04-11,Montana,635147,826055,263816,9340
2021-04-12,Montana,639104,826055,266185,9375
2021-04-13,Montana,641916,831695,268087,9518
2021-04-14,Montana,643288,856275,269683,8415
2021-04-15,Montana,655446,859975,277211,8425
2021-04-16,Montana,666324,874115,282968,8049
2021-04-17,Montana,677644,899445,290611,7869
2021-04-18,Montana,678296,899445,291091,6164
2021-04-19,Montana,691035,899445,298912,7419
2021-04-20,Montana,692839,906965,300344,7275
2021-04-21,Montana,697964,921715,303100,7811
2021-01-12,Nebraska,74439,177375,8459,
2021-01-13,Nebraska,79699,199800,10529,5260
2021-01-14,Nebraska,84920,199800,,5240
2021-01-15,Nebraska,91195,211500,13050,5585
2021-01-16,Nebraska,,,,4970
2021-01-17,Nebraska,,,,4601
2021-01-18,Nebraska,,,,4354
2021-01-19,Nebraska,103689,211500,13860,4179
2021-01-20,Nebraska,106283,237500,14463,3798
2021-01-21,Nebraska,111841,238000,16206,3846
2021-01-22,Nebraska,118450,238100,18086,3894
2021-01-23,Nebraska,124069,238100,19646,4250
2021-01-24,Nebraska,132846,238100,22175,5058
2021-01-25,Nebraska,134033,238100,22547,4781
2021-01-26,Nebraska,135131,238100,23065,4492
2021-01-27,Nebraska,139573,284275,24598,4756
2021-01-28,Nebraska,150019,287400,32380,5454
2021-01-29,Nebraska,158370,288375,37350,5703
2021-01-30,Nebraska,167276,288375,41093,6172
2021-01-31,Nebraska,177711,288375,43712,6409
2021-02-01,Nebraska,180917,288375,45716,6698
2021-02-02,Nebraska,182412,297375,46523,6754
2021-02-03,Nebraska,188285,332525,48889,6959
2021-02-04,Nebraska,195126,344225,52390,6444
2021-02-05,Nebraska,204136,346175,55313,6538
2021-02-06,Nebraska,218405,346375,59985,7304
2021-02-07,Nebraska,230874,346375,66018,7595
2021-02-08,Nebraska,234061,346375,67636,7592
2021-02-09,Nebraska,235298,386775,68056,7555
2021-02-10,Nebraska,241067,398575,70566,7540
2021-02-11,Nebraska,247879,405600,73704,7536
2021-02-12,Nebraska,259906,407500,78835,7967
2021-02-13,Nebraska,273950,407500,83670,7935
2021-02-14,Nebraska,285708,407500,88356,7833
2021-02-15,Nebraska,,,,7729
2021-02-16,Nebraska,290626,407500,90231,7904
2021-02-17,Nebraska,294904,427000,91998,7691
2021-02-18,Nebraska,305057,427000,96439,8168
2021-02-19,Nebraska,347754,472325,110603,12550
2021-02-20,Nebraska,360582,482975,114580,12376
2021-02-21,Nebraska,372655,482975,118472,12421
2021-02-22,Nebraska,380648,482975,118426,13212
2021-02-23,Nebraska,392756,514970,122653,14590
2021-02-24,Nebraska,405896,539590,129779,15856
2021-02-25,Nebraska,422419,559930,136378,16766
2021-02-26,Nebraska,442310,582930,143678,13508
2021-02-27,Nebraska,443974,603210,144571,11913
2021-02-28,Nebraska,474439,603210,158802,14541
2021-03-01,Nebraska,476315,603210,159766,13667
2021-03-02,Nebraska,484888,604380,162493,13162
2021-03-03,Nebraska,497106,654800,168026,13030
2021-03-04,Nebraska,513497,665870,175405,13011
2021-03-05,Nebraska,535213,709110,185032,13272
2021-03-06,Nebraska,536126,712720,185677,13165
2021-03-07,Nebraska,556061,712720,194104,11660
2021-03-08,Nebraska,573413,712720,203997,13871
2021-03-09,Nebraska,594293,769090,209383,15629
2021-03-10,Nebraska,607373,774790,215091,15752
2021-03-11,Nebraska,629765,786200,226435,16610
2021-03-12,Nebraska,653385,816830,240487,16882
2021-03-13,Nebraska,666329,833730,247438,18600
2021-03-14,Nebraska,666417,833730,247494,15765
2021-03-15,Nebraska,684831,833730,251322,15917
2021-03-16,Nebraska,697176,871170,258407,14698
2021-03-17,Nebraska,712099,873070,265864,14961
2021-03-18,Nebraska,731885,895430,276138,14589
2021-03-19,Nebraska,754880,941320,286226,14499
2021-03-20,Nebraska,755802,941420,286766,12782
2021-03-21,Nebraska,775509,941420,290474,15585
2021-03-22,Nebraska,797409,941420,295006,16083
2021-03-23,Nebraska,804643,1004540,297906,15352
2021-03-24,Nebraska,818325,1012960,301976,15175
2021-03-25,Nebraska,836012,1028490,308676,14875
2021-03-26,Nebraska,857343,1062220,318723,14638
2021-03-27,Nebraska,858106,1072470,319276,14615
2021-03-28,Nebraska,881787,1072470,328551,15183
2021-03-29,Nebraska,900049,1072470,337174,14663
2021-03-30,Nebraska,916701,1146140,347883,16008
2021-03-31,Nebraska,940837,1152650,361958,17502
2021-04-01,Nebraska,966534,1187320,373119,18646
2021-04-02,Nebraska,991673,1224190,384525,19190
2021-04-03,Nebraska,992251,1271990,385220,19164
2021-04-04,Nebraska,1009786,1271990,394852,18286
2021-04-05,Nebraska,1024342,1271990,402325,17756
2021-04-06,Nebraska,1036053,1319080,408483,17050
2021-04-07,Nebraska,1055469,1324020,416922,16376
2021-04-08,Nebraska,1076467,1341650,426200,15705
2021-04-09,Nebraska,1107623,1388380,438594,16564
2021-04-10,Nebraska,1108135,1397550,439263,16555
2021-04-11,Nebraska,1130671,1397550,453956,17269
2021-04-12,Nebraska,1145421,1397550,461917,17297
2021-04-13,Nebraska,1185844,1460980,485529,21399
2021-04-14,Nebraska,1208422,1470820,496992,21850
2021-04-15,Nebraska,1228445,1482380,508852,21711
2021-04-16,Nebraska,1256055,1504390,524782,21205
2021-04-17,Nebraska,1256376,1556360,525203,21177
2021-04-18,Nebraska,1267986,1556360,532581,19616
2021-04-19,Nebraska,1280204,1556360,536694,19255
2021-04-20,Nebraska,1297175,1616190,546107,15904
2021-04-21,Nebraska,1307408,1624360,552888,14141
2021-01-12,Nevada,61653,207150,8761,
2021-01-13,Nevada,61653,207150,8761,0
2021-01-14,Nevada,76844,210075,,7596
2021-01-15,Nevada,83674,211750,15308,7340
2021-01-16,Nevada,,,,6703
2021-01-17,Nevada,,,,6321
2021-01-18,Nevada,,,,6066
2021-01-19,Nevada,102840,211750,16665,5884
2021-01-20,Nevada,107133,276775,17209,6497
2021-01-21,Nevada,115991,278175,19296,5592
2021-01-22,Nevada,126458,281100,20345,6112
2021-01-23,Nevada,137031,286950,20972,6938
2021-01-24,Nevada,152203,286950,22068,8421
2021-01-25,Nevada,159869,286950,22279,8832
2021-01-26,Nevada,164362,338025,22508,8789
2021-01-27,Nevada,174367,338525,23852,9605
2021-01-28,Nevada,194942,339500,26327,11279
2021-01-29,Nevada,210185,339900,29163,11961
2021-01-30,Nevada,224192,368800,31783,12452
2021-01-31,Nevada,241078,368800,33923,12696
2021-02-01,Nevada,248754,368800,35559,12698
2021-02-02,Nevada,253174,417175,37568,12687
2021-02-03,Nevada,279471,417875,41227,15015
2021-02-04,Nevada,291601,424800,45735,13808
2021-02-05,Nevada,304323,425300,49925,13448
2021-02-06,Nevada,322252,427800,56456,14009
2021-02-07,Nevada,334073,427800,62654,13285
2021-02-08,Nevada,346685,427800,66755,13990
2021-02-09,Nevada,351531,510200,67651,14051
2021-02-10,Nevada,366333,521200,73088,12409
2021-02-11,Nevada,379077,533800,77555,12497
2021-02-12,Nevada,394172,533800,83485,12836
2021-02-13,Nevada,411057,533800,90476,12686
2021-02-14,Nevada,428423,534775,98469,13479
2021-02-15,Nevada,,,,12990
2021-02-16,Nevada,446800,550375,107905,13610
2021-02-17,Nevada,453012,593275,109852,12383
2021-02-18,Nevada,466981,593275,117870,12558
2021-02-19,Nevada,522332,645250,138633,18309
2021-02-20,Nevada,555742,646450,157477,20669
2021-02-21,Nevada,569810,646450,165269,20198
2021-02-22,Nevada,586518,646450,174793,21272
2021-02-23,Nevada,598423,719880,181901,21660
2021-02-24,Nevada,606821,742630,186083,21973
2021-02-25,Nevada,622189,809180,192590,22173
2021-02-26,Nevada,642562,858340,203549,17176
2021-02-27,Nevada,665577,867240,216234,15691
2021-02-28,Nevada,685692,867240,225648,16555
2021-03-01,Nevada,715121,867240,238432,18372
2021-03-02,Nevada,723182,883370,242435,17823
2021-03-03,Nevada,733953,958450,247311,18162
2021-03-04,Nevada,750160,984300,253502,18282
2021-03-05,Nevada,773285,1018580,261159,18675
2021-03-06,Nevada,800030,1033680,271618,19208
2021-03-07,Nevada,829262,1033680,282424,20510
2021-03-08,Nevada,855890,1033680,294908,20110
2021-03-09,Nevada,864967,1124830,298403,20255
2021-03-10,Nevada,878645,1137630,304199,20670
2021-03-11,Nevada,904504,1161380,316682,22049
2021-03-12,Nevada,930754,1166260,328394,22496
2021-03-13,Nevada,958706,1169770,339960,22668
2021-03-14,Nevada,989342,1169770,352638,22869
2021-03-15,Nevada,1013805,1169770,360316,22559
2021-03-16,Nevada,1020137,1188400,363581,22167
2021-03-17,Nevada,1034347,1302310,370823,22243
2021-03-18,Nevada,1062287,1324080,378958,22540
2021-03-19,Nevada,1086559,1334610,386703,22258
2021-03-20,Nevada,1116221,1348650,398417,22502
2021-03-21,Nevada,1145354,1348650,410553,22287
2021-03-22,Nevada,1164939,1348650,417067,21591
2021-03-23,Nevada,1170434,1389160,418727,21471
2021-03-24,Nevada,1185896,1491350,423335,21650
2021-03-25,Nevada,1214518,1511590,433856,21747
2021-03-26,Nevada,1243965,1524590,446240,22487
2021-03-27,Nevada,1274357,1548430,458957,22591
2021-03-28,Nevada,1303006,1548430,472434,22522
2021-03-29,Nevada,1328018,1548430,483961,23297
2021-03-30,Nevada,1335002,1607680,486838,23510
2021-03-31,Nevada,1348526,1704450,492187,23233
2021-04-01,Nevada,1374197,1738190,501868,22811
2021-04-02,Nevada,1399135,1762150,514603,22167
2021-04-03,Nevada,1431817,1770070,530902,22494
2021-04-04,Nevada,1462114,1770070,548467,22730
2021-04-05,Nevada,1482433,1770070,559150,22059
2021-04-06,Nevada,1487176,1880810,560900,21739
2021-04-07,Nevada,1505143,1960140,569765,22374
2021-04-08,Nevada,1536848,1976580,586035,23236
2021-04-09,Nevada,1576189,2001620,603867,25293
2021-04-10,Nevada,1615552,2014340,624316,26248
2021-04-11,Nevada,1652963,2014340,644363,27264
2021-04-12,Nevada,1684035,2014340,662481,28800
2021-04-13,Nevada,1692135,2033580,666537,29280
2021-04-14,Nevada,1709620,2142040,676261,29211
2021-04-15,Nevada,1744896,2152310,694463,29721
2021-04-16,Nevada,1774080,2166980,708126,28270
2021-04-17,Nevada,1803308,2202110,721821,26822
2021-04-18,Nevada,1834497,2202110,739071,25933
2021-04-19,Nevada,1856362,2202110,751571,24618
2021-04-20,Nevada,1863377,2213800,755157,24463
2021-04-21,Nevada,1879451,2323160,764096,24262
2021-01-12,New Hampshire,50613,122350,5,
2021-01-13,New Hampshire,55218,124300,9,4605
2021-01-14,New Hampshire,58711,127225,,4049
2021-01-15,New Hampshire,62517,127225,5700,3968
2021-01-16,New Hampshire,,,,3541
2021-01-17,New Hampshire,,,,3285
2021-01-18,New Hampshire,,,,3114
2021-01-19,New Hampshire,71556,127225,7120,2992
2021-01-20,New Hampshire,75418,145400,8013,2886
2021-01-21,New Hampshire,80639,155150,10319,3133
2021-01-22,New Hampshire,85595,162950,12575,3297
2021-01-23,New Hampshire,89816,162950,13166,3577
2021-01-24,New Hampshire,93338,162950,13355,3757
2021-01-25,New Hampshire,94623,162950,13907,3618
2021-01-26,New Hampshire,97002,180525,15542,3635
2021-01-27,New Hampshire,103080,190875,18224,3952
2021-01-28,New Hampshire,110451,200625,21781,4259
2021-01-29,New Hampshire,117408,203550,25055,4545
2021-01-30,New Hampshire,123740,217100,27544,4846
2021-01-31,New Hampshire,128313,217100,29736,4996
2021-02-01,New Hampshire,130515,217100,30421,5127
2021-02-02,New Hampshire,135799,226850,32381,5542
2021-02-03,New Hampshire,138271,235250,34130,5027
2021-02-04,New Hampshire,145086,244025,36868,4948
2021-02-05,New Hampshire,153145,245000,40489,5105
2021-02-06,New Hampshire,161178,257700,43888,5348
2021-02-07,New Hampshire,165887,257700,45567,5368
2021-02-08,New Hampshire,166603,257700,46071,5155
2021-02-09,New Hampshire,168727,267450,47409,4704
2021-02-10,New Hampshire,176192,277225,50602,5417
2021-02-11,New Hampshire,184103,298075,53145,5574
2021-02-12,New Hampshire,191114,298175,55696,5424
2021-02-13,New Hampshire,200675,311875,59402,5642
2021-02-14,New Hampshire,208541,311875,61658,6093
2021-02-15,New Hampshire,,,,6570
2021-02-16,New Hampshire,216649,321625,65235,6846
2021-02-17,New Hampshire,218316,321625,66108,6018
2021-02-18,New Hampshire,226863,321625,69617,6109
2021-02-19,New Hampshire,241386,328525,74721,7182
2021-02-20,New Hampshire,250296,328525,78361,7089
2021-02-21,New Hampshire,260809,328525,81490,7467
2021-02-22,New Hampshire,267893,328525,85308,7900
2021-02-23,New Hampshire,274267,344165,86394,8231
2021-02-24,New Hampshire,282235,383145,88867,9131
2021-02-25,New Hampshire,291248,396375,91680,9198
2021-02-26,New Hampshire,299874,398575,94796,8355
2021-02-27,New Hampshire,310769,412275,97674,8639
2021-02-28,New Hampshire,321602,412275,99875,8685
2021-03-01,New Hampshire,324806,412275,100268,8130
2021-03-02,New Hampshire,330538,437345,101109,8039
2021-03-03,New Hampshire,339484,454845,103470,8178
2021-03-04,New Hampshire,349825,466775,106637,8368
2021-03-05,New Hampshire,358497,482575,109525,8375
2021-03-06,New Hampshire,371111,496675,114351,8620
2021-03-07,New Hampshire,382103,496675,117145,8643
2021-03-08,New Hampshire,385485,496675,120116,8668
2021-03-09,New Hampshire,393931,512715,123431,9056
2021-03-10,New Hampshire,405366,531815,128318,9412
2021-03-11,New Hampshire,418658,547455,134741,9833
2021-03-12,New Hampshire,431296,548625,140893,10400
2021-03-13,New Hampshire,450103,565165,150592,11285
2021-03-14,New Hampshire,460696,565165,155650,11228
2021-03-15,New Hampshire,465226,565165,158168,11392
2021-03-16,New Hampshire,471480,581545,161024,11078
2021-03-17,New Hampshire,478758,607415,163149,10485
2021-03-18,New Hampshire,489626,622005,167586,10138
2021-03-19,New Hampshire,500911,627805,172604,9945
2021-03-20,New Hampshire,514422,651805,178005,9188
2021-03-21,New Hampshire,529948,651805,184960,9893
2021-03-22,New Hampshire,537577,651805,190473,10336
2021-03-23,New Hampshire,545500,669085,194726,10574
2021-03-24,New Hampshire,554889,680185,200089,10876
2021-03-25,New Hampshire,566168,710345,206493,10935
2021-03-26,New Hampshire,574612,714985,211634,10529
2021-03-27,New Hampshire,586018,743355,219594,10228
2021-03-28,New Hampshire,598445,743355,228288,9785
2021-03-29,New Hampshire,602562,743355,230996,9284
2021-03-30,New Hampshire,607126,768055,234147,8804
2021-03-31,New Hampshire,614984,788755,239872,8585
2021-04-01,New Hampshire,707655,818075,247295,20212
2021-04-02,New Hampshire,721042,828725,252302,20919
2021-04-03,New Hampshire,764940,843385,261125,25560
2021-04-04,New Hampshire,774277,843385,268288,25119
2021-04-05,New Hampshire,796674,843385,270185,27730
2021-04-06,New Hampshire,800922,886415,273259,27685
2021-04-07,New Hampshire,829371,923665,282496,30627
2021-04-08,New Hampshire,858460,948915,293087,21544
2021-04-09,New Hampshire,889074,964805,301313,24005
2021-04-10,New Hampshire,922666,1003555,313700,22532
2021-04-11,New Hampshire,958018,1003555,327331,26249
2021-04-12,New Hampshire,978713,1003555,339822,26006
2021-04-13,New Hampshire,996633,1025105,346316,27959
2021-04-14,New Hampshire,1008027,1039375,351794,25522
2021-04-15,New Hampshire,1050144,1066805,363308,27383
2021-04-16,New Hampshire,1075608,1082445,372094,26648
2021-04-17,New Hampshire,1088613,1096375,379776,23707
2021-04-18,New Hampshire,1099300,1096375,386859,20183
2021-04-19,New Hampshire,1102415,1096375,388773,17672
2021-04-20,New Hampshire,1108521,1141155,390915,15984
2021-04-21,New Hampshire,1113989,1157055,393966,15137
2021-01-12,New Jersey,221045,654900,14306,
2021-01-13,New Jersey,262982,654900,26926,41937
2021-01-14,New Jersey,263422,658800,,21188
2021-01-15,New Jersey,317070,658800,36741,32008
2021-01-16,New Jersey,,,,29199
2021-01-17,New Jersey,,,,27513
2021-01-18,New Jersey,,,,26389
2021-01-19,New Jersey,400148,658800,43879,25586
2021-01-20,New Jersey,432220,898550,49420,24177
2021-01-21,New Jersey,432220,923300,49420,24114
2021-01-22,New Jersey,464363,951875,56213,21042
2021-01-23,New Jersey,500889,989900,61506,23293
2021-01-24,New Jersey,535625,989900,65164,25288
2021-01-25,New Jersey,563141,989900,69374,26252
2021-01-26,New Jersey,575733,1091400,72212,25084
2021-01-27,New Jersey,611862,1207100,79648,25663
2021-01-28,New Jersey,648215,1230550,88198,30856
2021-01-29,New Jersey,727426,1231525,108740,37580
2021-01-30,New Jersey,768944,1232525,117791,38294
2021-01-31,New Jersey,795440,1232525,123147,37116
2021-02-01,New Jersey,810293,1232525,127552,35307
2021-02-02,New Jersey,836584,1235350,137096,37264
2021-02-03,New Jersey,851721,1252250,145570,34266
2021-02-04,New Jersey,851721,1433750,145570,29072
2021-02-05,New Jersey,884736,1435750,157642,22473
2021-02-06,New Jersey,1041289,1480825,199040,38906
2021-02-07,New Jersey,1074805,1480825,210601,39909
2021-02-08,New Jersey,1094886,1480825,221465,40656
2021-02-09,New Jersey,1096789,1480825,240470,37172
2021-02-10,New Jersey,1148733,1688975,259944,42430
2021-02-11,New Jersey,1196677,1770250,280021,49279
2021-02-12,New Jersey,1252742,1773525,305518,52572
2021-02-13,New Jersey,1309703,1775575,332888,38345
2021-02-14,New Jersey,1349327,1776775,350955,39217
2021-02-15,New Jersey,,,,41921
2021-02-16,New Jersey,1427336,1790200,383659,47221
2021-02-17,New Jersey,1480413,1790200,407180,47383
2021-02-18,New Jersey,1542174,1790200,433066,49357
2021-02-19,New Jersey,1604448,1809900,458928,50244
2021-02-20,New Jersey,1648599,1809900,484965,48414
2021-02-21,New Jersey,1689031,1917150,510377,48529
2021-02-22,New Jersey,1711610,1917150,551548,46183
2021-02-23,New Jersey,1759059,2114690,576817,47389
2021-02-24,New Jersey,1803596,2297580,599628,46169
2021-02-25,New Jersey,1866378,2476620,631768,46315
2021-02-26,New Jersey,1943116,2479720,670703,48381
2021-02-27,New Jersey,2008524,2508320,700924,51418
2021-02-28,New Jersey,2065666,2508320,722507,53805
2021-03-01,New Jersey,2096498,2508320,730381,54984
2021-03-02,New Jersey,2187330,2618060,758817,61182
2021-03-03,New Jersey,2249861,2780910,779227,63752
2021-03-04,New Jersey,2325257,2783610,801346,65554
2021-03-05,New Jersey,2403077,2938890,829628,65709
2021-03-06,New Jersey,2478696,3070400,857205,67167
2021-03-07,New Jersey,2534361,3070400,878218,66956
2021-03-08,New Jersey,2571874,3070400,898336,67911
2021-03-09,New Jersey,2639438,3161120,923455,64587
2021-03-10,New Jersey,2714949,3302940,953326,66441
2021-03-11,New Jersey,2834934,3402540,998133,72811
2021-03-12,New Jersey,2916801,3517135,1027702,73389
2021-03-13,New Jersey,3011319,3577765,1063758,76089
2021-03-14,New Jersey,3065373,3577765,1084991,75859
2021-03-15,New Jersey,3112960,3577765,1104854,77298
2021-03-16,New Jersey,3174729,3656595,1129830,76470
2021-03-17,New Jersey,3254946,3878855,1162372,77142
2021-03-18,New Jersey,3346883,4058035,1197797,73136
2021-03-19,New Jersey,3431096,4087515,1227118,73471
2021-03-20,New Jersey,3514899,4147575,1258003,71940
2021-03-21,New Jersey,3581686,4147575,1284545,73759
2021-03-22,New Jersey,3635504,4147575,1307969,74649
2021-03-23,New Jersey,3636384,4217315,1310353,65951
2021-03-24,New Jersey,3781744,4419385,1368524,75257
2021-03-25,New Jersey,3869393,4684665,1405724,74644
2021-03-26,New Jersey,3958836,4745885,1445318,75391
2021-03-27,New Jersey,4053945,4794085,1491691,77007
2021-03-28,New Jersey,4142916,4794085,1538648,80176
2021-03-29,New Jersey,4204062,4794085,1566611,81223
2021-03-30,New Jersey,4292515,4856725,1613922,93733
2021-03-31,New Jersey,4381035,5236605,1659604,85613
2021-04-01,New Jersey,4523995,5419345,1730178,93515
